loan_id,account_id,customer_id,loan_amount,loan_date,loan_status
L00576,1533,1969,23867.7,2022-10-16,pending
L00577,1741,2062,24538.9,2019-05-19,approved
L00578,1966,5,16146.89,2020-10-25,closed
L00579,650,90,22269.91,2018-12-08,approved
L00580,655,1525,21881.57,2021-04-07,closed
L00581,1289,319,32505.7,2021-03-25,approved
L00582,2360,948,13418.51,2022-10-05,approved
L00583,2198,1060,34578.64,2018-04-07,approved
L00584,584,2003,19304.54,2021-04-01,approved
L00585,542,1392,26695.69,2022-11-10,closed
L00586,478,2101,27913.04,2021-08-13,closed
L00587,390,687,27788.26,2022-07-05,approved
L00588,1548,903,11612.91,2019-11-29,approved
L00589,1461,448,14425.39,2018-07-13,pending
L00590,1523,613,43017.57,2022-03-12,approved
L00591,1519,380,41702.84,2019-10-11,rejected
L00592,1250,629,48445.5,2021-09-09,approved
L00593,2308,1537,21409.05,2019-07-27,closed
L00594,410,678,5413.65,2022-04-21,pending
L00595,556,83,36199.82,2018-09-02,approved
L00596,1471,448,20648.21,2022-12-09,approved
L00597,2481,1171,16063.68,2018-12-16,pending
L00598,2450,1863,7361.67,2022-11-13,approved
L00599,79,116,28111.94,2021-09-24,pending
L00600,1159,1869,31784.54,2018-01-14,approved
L00601,630,63,15214.81,2021-04-03,rejected
L00602,1668,748,8240.57,2022-02-27,approved
L00603,1949,753,32068.18,2022-11-03,approved
L00604,1625,614,12596.87,2018-06-24,pending
L00605,1976,2109,8093.87,2018-11-15,pending
L00606,1195,616,12256.46,2022-06-29,approved
L00607,787,30,27786.37,2018-05-22,approved
L00608,1007,67,39528.88,2020-01-12,approved
L00609,2277,1827,5000.04,2022-11-16,approved
L00610,781,2146,29679.34,2019-04-25,approved
L00611,1776,108,7237.51,2021-06-24,approved
L00612,42,225,12388.36,2021-08-18,approved
L00613,803,58,9147.92,2021-01-04,approved
L00614,1168,922,25767.85,2019-09-20,approved
L00615,2439,1431,12710.89,2020-07-22,closed
L00616,1860,744,21505.42,2020-07-18,closed
L00617,1321,248,8153.49,2022-01-10,pending
L00618,842,374,22390.28,2019-01-09,pending
L00619,663,738,11350.28,2018-12-08,approved
L00620,1029,1342,43526.53,2019-12-13,approved
L00621,939,1437,49015.19,2020-09-20,approved
L00622,163,635,27353.35,2018-05-08,approved
L00623,1109,1907,8908.4,2020-07-11,approved
L00624,1540,1927,16011.89,2020-04-11,closed
L00625,270,1929,12711.47,2022-03-25,closed
L00626,2459,2169,6554.57,2019-04-01,approved
L00627,603,1882,13951.51,2020-01-25,approved
L00628,569,1066,24699.12,2018-11-02,rejected
L00629,279,1006,28927.43,2018-03-08,rejected
L00630,298,1231,37123.8,2022-03-14,approved
L00631,1661,1176,46233.94,2022-01-13,approved
L00632,2003,1435,25263.14,2022-06-15,pending
L00633,692,1973,35965.18,2020-03-06,rejected
L00634,1602,514,36764.41,2019-06-27,approved
L00635,598,32,44923.79,2022-01-29,approved
L00636,155,988,45098.38,2021-10-24,approved
L00637,460,448,17486.36,2021-11-14,approved
L00638,1564,1754,9790.31,2018-09-20,approved
L00639,2143,1345,19628.38,2021-08-02,closed
L00640,373,1618,31354.25,2022-06-29,approved
L00641,278,1096,35492.63,2018-03-08,approved
L00642,1213,774,48312.3,2020-02-26,approved
L00643,1136,337,7193.43,2018-05-27,closed
L00644,953,513,26600.37,2020-01-16,approved
L00645,1246,25,30344.59,2021-02-23,closed
L00646,1969,1080,10747.22,2021-12-21,pending
L00647,2229,237,28413.21,2022-09-24,approved
L00648,1555,339,30922.11,2019-03-10,pending
L00649,521,108,40091.49,2018-12-28,approved
L00650,515,319,24284.87,2021-08-10,approved
L00651,1853,1016,21800.11,2018-10-23,rejected
L00652,683,786,36635.33,2022-03-31,rejected
L00653,2290,615,20156.46,2021-09-24,closed
L00654,1113,185,39421.82,2022-04-17,approved
L00655,552,716,17245.12,2022-05-16,closed
L00656,466,992,41388.64,2019-06-02,closed
L00657,290,2030,21432.89,2021-12-06,approved
L00658,2042,2188,47678.06,2019-12-07,approved
L00659,2,1178,30264.01,2018-10-12,approved
L00660,1998,620,29227.61,2018-03-05,rejected
L00661,1539,599,25321.48,2018-01-18,rejected
L00662,2190,2078,19035.86,2020-11-12,rejected
L00663,2367,1422,38303.62,2019-04-08,pending
L00664,851,12,11834.74,2019-06-25,rejected
L00665,537,1857,21736.31,2021-05-25,approved
L00666,2322,1767,23144.36,2019-10-19,pending
L00667,2306,371,20137.22,2018-06-14,approved
L00668,497,133,42003.51,2020-09-24,approved
L00669,2032,473,8241.56,2019-01-11,closed
L00670,1254,131,27233.9,2020-04-28,approved
L00671,46,1691,11367.38,2021-03-08,approved
L00672,883,1569,32896.73,2022-04-06,rejected
L00673,1308,548,37066.49,2019-11-04,closed
L00674,1605,1766,22951.99,2021-04-19,pending
L00675,382,1435,18836.75,2019-11-20,rejected
L00676,322,1794,18628.49,2020-11-12,approved
L00677,61,50,48916.57,2018-08-19,approved
L00678,1914,994,22171.64,2018-08-30,closed
L00679,2008,1773,13532.64,2022-05-08,pending
L00680,2088,221,30732.56,2022-10-27,approved
L00681,469,223,10944.78,2019-05-07,pending
L00682,406,149,18080.5,2022-02-07,approved
L00683,574,1926,28873.22,2019-01-01,rejected
L00684,2410,547,17533.56,2018-06-01,approved
L00685,2023,1432,29009.72,2020-11-20,closed
L00686,2398,1178,20019.41,2019-07-11,approved
L00687,1464,1027,9553.95,2018-11-12,approved
L00688,124,1119,23256.59,2022-05-26,approved
L00689,894,587,9798.35,2020-11-05,approved
L00690,440,32,42266.43,2021-10-03,pending
L00691,1703,1008,34706.86,2022-04-05,closed
L00692,795,1671,13694.02,2018-09-26,approved
L00693,2313,967,20653.04,2020-08-06,rejected
L00694,1351,1353,35426.49,2019-11-20,approved
L00695,1889,1063,39534.7,2019-01-10,pending
L00696,1489,684,38643.58,2019-04-01,approved
L00697,1005,745,36049.59,2019-09-15,rejected
L00698,1455,1237,21550.59,2022-06-10,rejected
L00699,886,1098,35597.07,2019-06-08,closed
L00700,1526,1847,42271.85,2020-06-29,approved
L00701,442,472,20630.7,2019-07-15,approved
L00702,1124,1214,30453.8,2022-11-21,rejected
L00703,1779,1878,31377.67,2022-12-22,approved
L00704,2394,1654,49992.53,2022-09-11,approved
L00705,2419,704,16840.85,2020-09-21,approved
L00706,755,1249,45501.81,2021-01-16,pending
L00707,2499,1170,49818.97,2020-02-28,pending
L00708,1484,466,18756.2,2018-01-28,approved
L00709,1355,789,11557.59,2020-11-12,approved
L00710,1000,1275,28793.98,2019-04-01,approved
L00711,2059,1625,6219.05,2019-11-14,closed
L00712,2238,513,21085.31,2020-11-30,pending
L00713,1279,362,20444.2,2022-08-09,pending
L00714,761,694,29365.8,2019-12-30,approved
L00715,1872,595,31918.24,2018-01-24,closed
L00716,675,1185,6861.46,2020-07-20,pending
L00717,1688,2189,19687.1,2022-03-19,approved
L00718,2475,1865,37710.8,2018-10-14,rejected
L00719,1336,1618,38521.28,2022-06-01,rejected
L00720,985,777,14227.09,2021-10-26,closed
L00721,2213,1564,45185.81,2021-10-30,approved
L00722,453,1199,32537.33,2018-08-02,rejected
L00723,1349,911,49276.99,2018-06-06,closed
L00724,459,906,19406.47,2020-03-18,approved
L00725,1028,1364,48477.0,2018-11-18,approved
L00726,2497,1645,42030.46,2020-04-17,approved
L00727,1871,347,7492.98,2021-12-12,approved
L00728,1662,1936,17403.54,2020-09-20,approved
L00729,2159,2197,5227.08,2018-01-23,approved
L00730,1631,1326,46500.01,2020-11-16,closed
L00731,1850,1665,32996.91,2022-03-05,pending
L00732,983,211,23422.65,2018-10-03,approved
L00733,2392,74,24388.37,2022-12-05,approved
L00734,1379,1178,34254.57,2018-10-27,approved
L00735,457,632,22240.3,2021-12-10,pending
L00736,437,563,39073.89,2022-05-09,closed
L00737,1845,359,42879.69,2022-04-18,approved
L00738,2147,235,19837.59,2021-05-23,closed
L00739,701,395,6588.98,2022-04-20,approved
L00740,2153,1761,15247.53,2019-03-04,rejected
L00741,516,662,21268.79,2019-02-01,closed
L00742,799,1903,41496.46,2019-06-14,pending
L00743,1062,1857,17148.66,2021-09-28,pending
L00744,2426,377,7886.42,2018-06-08,approved
L00745,2420,1655,37915.66,2021-01-26,approved
L00746,2253,429,15119.57,2021-03-22,approved
L00747,209,957,5228.38,2022-09-23,rejected
L00748,541,1227,20174.2,2018-09-17,closed
L00749,2061,32,8901.85,2022-06-16,closed
L00750,688,606,11276.48,2019-03-24,pending
L00751,1487,1890,14376.07,2021-06-19,approved
L00752,313,455,36540.24,2021-03-27,approved
L00753,593,1224,36199.88,2021-10-04,approved
L00754,1049,397,48710.17,2020-03-11,approved
L00755,2486,487,42057.13,2018-12-01,pending
L00756,39,1778,46507.6,2021-12-06,approved
L00757,1643,1210,44364.66,2022-10-13,closed
L00758,1409,145,8300.84,2021-02-02,rejected
L00759,2169,974,9872.45,2020-02-16,approved
L00760,1626,802,7048.76,2020-07-25,approved
L00761,2177,1409,48240.9,2021-10-12,closed
L00762,2430,350,15577.58,2018-05-08,pending
L00763,2405,1811,19505.67,2022-08-01,approved
L00764,457,319,21352.02,2022-12-10,approved
L00765,43,385,20682.33,2022-04-02,closed
L00766,2317,1613,10921.98,2018-01-12,approved
L00767,854,572,13046.02,2021-12-26,approved
L00768,332,1432,34611.43,2018-09-20,pending
L00769,166,1390,8705.34,2022-04-21,closed
L00770,1865,186,34503.79,2019-06-14,closed
L00771,1191,507,43124.03,2022-11-27,pending
L00772,773,1699,19954.79,2020-12-04,approved
L00773,590,321,14341.55,2020-12-26,approved
L00774,1073,987,32972.18,2018-06-27,approved
L00775,1651,710,15222.9,2019-12-19,approved
L00776,2417,1331,17974.28,2022-03-23,approved
L00777,922,725,24531.64,2020-01-13,rejected
L00778,586,113,12191.68,2019-01-19,approved
L00779,1038,44,42759.23,2018-11-28,approved
L00780,2314,1577,11106.98,2020-03-20,pending
L00781,327,1267,21849.2,2020-04-08,closed
L00782,305,1367,13009.33,2018-07-31,approved
L00783,2119,1073,22737.97,2022-04-20,approved
L00784,768,1748,27783.13,2022-07-24,pending
L00785,255,1856,40824.13,2022-11-15,rejected
L00786,1863,1159,6100.97,2022-09-16,approved
L00787,2246,490,32885.72,2019-06-13,pending
L00788,141,1067,36650.37,2019-05-28,approved
L00789,1770,1003,26291.77,2021-08-02,pending
L00790,1072,1183,44471.0,2019-03-24,approved
L00791,2461,2106,47480.92,2021-01-04,approved
L00792,1527,515,13499.52,2019-12-07,rejected
L00793,1591,1478,8574.13,2021-03-06,approved
L00794,1138,832,27925.08,2021-09-15,approved
L00795,376,743,15662.49,2019-12-22,rejected
L00796,2017,1815,30317.36,2020-05-22,closed
L00797,2202,36,30571.96,2021-12-18,pending
L00798,2131,1232,29481.67,2021-12-03,closed
L00799,519,1122,40088.56,2020-11-24,approved
L00800,315,1173,41064.58,2022-11-24,approved
L00801,695,1283,35079.46,2021-08-10,pending
L00802,74,1870,42415.39,2022-10-11,approved
L00803,1386,1602,8762.89,2018-06-08,approved
L00804,2291,914,31142.49,2020-01-26,pending
L00805,2158,612,46330.18,2019-09-03,approved
L00806,78,2089,18394.96,2018-06-16,closed
L00807,1848,1766,15027.79,2020-08-14,approved
L00808,530,1878,41771.74,2020-11-02,approved
L00809,825,789,49601.89,2018-03-17,approved
L00810,664,955,10502.46,2019-07-02,approved
L00811,1866,325,38127.16,2019-08-24,approved
L00812,1554,675,39210.72,2021-10-11,approved
L00813,987,2081,12285.55,2022-07-23,closed
L00814,597,1170,49053.84,2020-08-13,approved
L00815,143,1755,33954.4,2021-06-22,pending
L00816,1387,479,27755.74,2020-12-12,approved
L00817,2492,2148,37084.83,2018-07-26,rejected
L00818,893,2158,43839.38,2022-09-01,closed
L00819,2473,887,39201.82,2021-04-20,approved
L00820,785,1848,12511.14,2019-04-02,approved
L00821,572,288,8037.48,2021-07-10,approved
L00822,413,1877,37818.15,2022-04-09,pending
L00823,1252,390,12045.34,2020-07-30,approved
L00824,2305,103,43639.01,2018-02-27,rejected
L00825,199,429,43117.24,2018-09-29,pending
L00826,65,2017,7973.89,2019-07-31,closed
L00827,1414,199,7017.75,2018-01-08,rejected
L00828,1755,2182,38424.69,2020-03-19,approved
L00829,1882,1765,17127.07,2019-01-12,pending
L00830,492,1344,34871.0,2021-10-18,rejected
L00831,564,1900,38113.63,2022-05-23,pending
L00832,627,1038,49725.29,2019-05-07,pending
L00833,1225,1143,40483.38,2018-07-26,rejected
L00834,1669,1944,33817.95,2018-09-09,closed
L00835,352,931,14974.84,2021-04-10,pending
L00836,1743,1120,9493.54,2018-07-19,approved
L00837,1452,1718,8948.57,2020-02-20,approved
L00838,1483,1481,40665.17,2019-10-13,pending
L00839,790,1057,20145.42,2021-02-22,approved
L00840,686,412,23136.35,2022-08-30,closed
L00841,140,1227,13192.94,2021-05-24,approved
L00842,1543,742,47257.0,2022-05-13,approved
L00843,386,1590,8825.3,2019-07-28,approved
L00844,2372,198,6691.95,2021-08-29,approved
L00845,1244,2186,5787.49,2019-06-05,approved
L00846,107,858,26371.81,2022-03-10,approved
L00847,940,1877,31960.77,2020-05-10,approved
L00848,331,773,23329.11,2019-08-04,approved
L00849,1887,1871,34551.48,2021-04-02,rejected
L00850,1670,1963,32999.35,2018-04-04,closed
L00851,531,1432,26895.48,2021-11-05,approved
L00852,998,666,9505.85,2021-11-29,pending
L00853,986,611,11683.89,2019-10-09,approved
L00854,2346,331,12252.3,2020-12-14,pending
L00855,1504,1252,24659.06,2022-07-31,pending
L00856,2438,345,32327.19,2020-06-28,approved
L00857,49,1159,12390.28,2019-10-02,approved
L00858,930,413,33854.34,2022-09-10,closed
L00859,579,1178,47747.64,2020-10-06,pending
L00860,1659,569,34241.71,2020-10-29,pending
L00861,1258,262,17025.78,2019-12-18,closed
L00862,2077,1992,28259.18,2021-09-26,approved
L00863,120,1663,14720.88,2018-01-13,closed
L00864,1653,760,25589.83,2020-09-11,approved
L00865,1838,141,31060.79,2019-07-11,closed
L00866,161,821,11597.33,2021-02-27,rejected
L00867,1891,691,26137.02,2019-03-15,closed
L00868,694,554,28733.36,2019-09-14,approved
L00869,1194,658,30948.95,2021-12-15,approved
L00870,619,41,36139.36,2020-09-12,pending
L00871,1202,2192,36514.18,2021-09-15,approved
L00872,1043,1444,17150.39,2020-08-15,approved
L00873,80,2103,23122.4,2019-05-26,pending
L00874,1209,980,49871.35,2022-07-27,pending
L00875,1633,1965,32020.01,2018-11-24,approved
L00876,746,331,19777.7,2020-07-08,approved
L00877,1986,890,17468.11,2018-03-15,pending
L00878,931,2142,23173.91,2018-02-11,approved
L00879,1925,1254,26076.8,2022-10-28,pending
L00880,83,14,35105.12,2018-12-01,pending
L00881,1357,922,20756.02,2018-07-27,approved
L00882,2123,1452,40928.88,2020-03-20,rejected
L00883,480,1203,18891.76,2018-08-08,closed
L00884,1331,2062,22976.85,2021-09-26,approved
L00885,647,1253,38951.03,2022-02-04,closed
L00886,2247,1427,13683.67,2022-08-19,closed
L00887,841,149,37092.33,2021-11-24,pending
L00888,1819,2012,22680.84,2020-03-07,approved
L00889,1110,1496,19302.14,2022-08-26,approved
L00890,2397,1243,30622.85,2019-11-19,pending
L00891,1102,2018,12223.91,2021-11-03,approved
L00892,1492,1127,30769.82,2022-05-27,approved
L00893,132,1145,24580.02,2022-01-10,approved
L00894,2205,539,38823.09,2021-05-09,closed
L00895,1852,555,26468.49,2019-10-20,pending
L00896,2402,293,22960.11,2018-06-21,pending
L00897,258,2165,37522.48,2019-07-03,approved
L00898,1311,2083,31725.48,2019-07-07,rejected
L00899,2329,233,20155.37,2019-05-19,approved
L00900,831,1889,22967.14,2018-11-26,pending
L00901,1263,1300,31525.1,2022-11-30,approved
L00902,75,337,44518.28,2022-10-13,rejected
L00903,1239,1931,28454.53,2018-03-15,closed
L00904,1420,345,10284.0,2018-04-26,rejected
L00905,58,147,15338.82,2022-02-27,approved
L00906,447,209,26554.17,2022-11-13,approved
L00907,970,745,30389.41,2018-02-06,approved
L00908,734,2133,26479.66,2022-02-26,rejected
L00909,1183,1505,19009.84,2018-02-04,approved
L00910,256,1795,33399.69,2022-02-20,approved
L00911,718,1420,48179.38,2021-12-29,approved
L00912,2001,899,10557.78,2018-06-12,approved
L00913,708,527,26649.17,2022-06-24,approved
L00914,938,1258,14952.21,2021-11-10,rejected
L00915,1577,811,38968.25,2022-10-05,rejected
L00916,717,675,6741.2,2021-11-29,approved
L00917,2381,1312,44460.56,2022-02-19,approved
L00918,2139,1510,32481.29,2020-03-13,approved
L00919,791,318,20286.54,2020-05-13,closed
L00920,933,1843,37039.8,2021-08-21,approved
L00921,766,327,46468.87,2020-04-18,approved
L00922,2319,188,26390.43,2019-07-30,closed
L00923,1506,537,18166.61,2019-03-26,pending
L00924,423,661,21435.37,2019-05-10,approved
L00925,1059,1517,24486.01,2018-04-20,rejected
L00926,1497,1667,12128.59,2018-12-13,pending
L00927,871,452,5059.2,2020-01-17,closed
L00928,1694,836,6962.84,2018-04-10,rejected
L00929,2287,2063,40560.96,2022-03-30,approved
L00930,573,1343,47914.89,2021-10-15,approved
L00931,273,423,33996.48,2019-05-14,approved
L00932,1277,630,25255.63,2021-10-30,closed
L00933,467,223,15307.13,2019-07-06,approved
L00934,2242,71,34876.34,2018-11-26,pending
L00935,1774,1126,5490.42,2018-12-28,approved
L00936,1746,1966,46836.5,2022-03-26,approved
L00937,948,1080,32125.38,2020-03-28,approved
L00938,1909,876,35187.8,2021-04-15,pending
L00939,1240,2040,11510.06,2018-03-03,approved
L00940,1964,629,19570.0,2019-08-21,approved
L00941,1351,1118,17229.41,2018-02-07,closed
L00942,1992,991,11443.78,2021-05-24,pending
L00943,268,1168,13201.19,2021-06-26,approved
L00944,1437,134,21686.69,2020-05-17,approved
L00945,1322,1525,6877.02,2022-05-31,approved
L00946,1862,171,21103.24,2018-10-18,approved
L00947,1153,1639,15933.01,2022-09-30,approved
L00948,1561,460,30674.87,2019-01-29,approved
L00949,882,532,49006.94,2021-02-03,approved
L00950,512,1609,40263.59,2021-10-01,approved
L00951,2311,278,41109.17,2021-04-26,rejected
L00952,1425,820,21291.93,2018-02-25,pending
L00953,1411,1822,26881.24,2018-12-28,approved
L00954,1676,345,43048.41,2021-02-27,approved
L00955,1984,1810,41930.65,2020-03-28,closed
L00956,186,2032,9736.26,2021-01-11,pending
L00957,388,1877,12465.54,2018-06-19,approved
L00958,1535,772,33277.91,2020-03-27,closed
L00959,1332,1136,39149.78,2021-03-11,closed
L00960,1018,143,46927.52,2020-05-12,approved
L00961,1930,1457,30406.57,2021-01-31,pending
L00962,2371,1473,31143.15,2019-02-21,pending
L00963,1042,1774,7644.36,2018-03-18,pending
L00964,1026,836,43478.23,2021-09-29,closed
L00965,859,1346,15815.65,2021-04-20,approved
L00966,183,1833,15838.2,2018-02-15,approved
L00967,34,859,34057.22,2019-09-05,approved
L00968,1068,2141,30434.66,2021-07-11,approved
L00969,17,2161,23334.86,2018-05-17,approved
L00970,1901,1037,14537.3,2019-07-21,rejected
L00971,1338,401,47851.73,2020-11-17,approved
L00972,231,520,39153.11,2018-06-19,approved
L00973,1348,663,12796.82,2018-12-20,rejected
L00974,1545,2004,29347.51,2021-05-17,pending
L00975,2341,2065,34058.4,2020-06-08,approved
L00976,2288,1958,18425.66,2018-07-27,pending
L00977,452,579,17431.57,2019-10-10,approved
L00978,2211,674,31304.87,2021-03-07,closed
L00979,254,2166,18504.42,2022-08-27,approved
L00980,333,663,41512.22,2021-07-26,approved
L00981,2359,157,34876.39,2018-03-26,pending
L00982,31,2017,48917.48,2021-02-22,approved
L00983,1001,407,47892.91,2018-09-28,approved
L00984,207,1695,44393.04,2018-05-19,pending
L00985,2441,1364,25471.87,2019-07-04,approved
L00986,1593,834,35409.68,2021-03-09,approved
L00987,37,1368,30867.74,2021-06-02,approved
L00988,486,233,31223.89,2019-10-20,pending
L00989,1685,1290,49289.59,2021-09-05,approved
L00990,2260,1866,11409.96,2022-04-02,rejected
L00991,71,1896,27826.59,2020-02-18,rejected
L00992,2284,944,44827.85,2021-08-21,approved
L00993,741,2179,12208.77,2022-09-23,closed
L00994,1684,256,8865.76,2021-08-30,pending
L00995,677,433,8217.89,2018-04-10,pending
L00996,2014,1203,40349.3,2018-12-07,pending
L00997,524,1439,30727.71,2021-11-14,pending
L00998,720,413,35415.51,2019-03-06,approved
L00999,1740,958,43855.74,2022-03-11,approved
L01000,326,1600,10604.56,2022-07-03,approved
L01001,276,1049,40672.0,2019-05-17,approved
L01002,1482,1978,14817.16,2018-12-02,approved
L01003,2130,1700,22443.91,2022-07-13,approved
L01004,2136,1860,42690.41,2022-01-12,approved
L01005,2016,1476,36185.62,2018-01-20,pending
L01006,728,810,10122.0,2020-12-20,approved
L01007,1510,1753,30270.25,2021-10-22,approved
L01008,2132,1150,6138.07,2019-10-29,pending
L01009,1599,1895,30629.94,2020-08-17,pending
L01010,1249,757,38809.88,2018-10-19,approved
L01011,1104,927,45331.01,2022-06-12,approved
L01012,1516,282,8342.05,2019-11-07,approved
L01013,1664,1439,45553.36,2019-11-17,closed
L01014,638,536,5709.3,2021-08-09,closed
L01015,1347,1016,41529.81,2019-07-12,pending
L01016,1141,2047,47017.37,2019-07-02,closed
L01017,93,1635,26808.33,2018-05-24,approved
L01018,2097,834,46313.28,2020-03-13,rejected
L01019,323,2177,35862.04,2021-10-18,approved
L01020,2271,1144,14073.98,2019-11-12,approved
L01021,2209,1025,42736.14,2021-01-06,pending
L01022,1870,1956,6710.86,2022-11-10,closed
L01023,2487,2013,18778.4,2022-03-03,approved
L01024,403,573,6138.62,2021-11-20,approved
L01025,1155,861,31089.91,2022-11-07,approved
L01026,1089,1520,21312.32,2019-03-01,closed
L01027,277,1522,13303.73,2021-10-07,pending
L01028,503,554,18654.66,2021-02-06,rejected
L01029,977,2114,16456.33,2021-12-12,closed
L01030,2454,341,49742.72,2021-03-27,pending
L01031,2251,993,30797.73,2018-09-03,pending
L01032,1047,1282,30586.27,2021-05-11,pending
L01033,1874,2100,21008.03,2022-12-26,approved
L01034,2304,1153,15105.11,2019-03-29,rejected
L01035,1186,2015,29051.29,2018-01-15,pending
L01036,613,458,12989.84,2019-08-14,approved
L01037,1908,626,29439.63,2021-06-06,approved
L01038,502,278,43643.72,2018-02-02,approved
L01039,123,1532,9745.09,2020-09-05,approved
L01040,840,982,38946.31,2019-01-11,pending
L01041,1111,14,39159.63,2022-03-27,pending
L01042,1011,623,44138.02,2019-06-09,approved
L01043,1873,2136,45986.32,2019-06-04,rejected
L01044,1899,341,13029.5,2021-03-14,approved
L01045,1090,1907,44947.48,2022-07-22,rejected
L01046,197,1909,12735.12,2018-07-18,closed
L01047,1088,2184,45581.06,2022-11-14,closed
L01048,435,911,45163.02,2022-11-30,closed
L01049,359,1225,48821.87,2021-10-19,approved
L01050,2221,131,12469.4,2022-12-16,pending
L01051,749,333,9476.42,2019-03-28,approved
L01052,1318,1489,28590.04,2019-10-09,approved
L01053,366,104,19314.49,2021-02-18,approved
L01054,808,2155,29295.23,2021-12-31,approved
L01055,543,1966,12719.91,2019-03-16,approved
L01056,2464,2067,14648.98,2018-01-09,closed
L01057,844,46,31922.45,2019-04-13,rejected
L01058,2237,522,37283.48,2019-12-06,approved
L01059,1677,248,47493.67,2022-01-22,pending
L01060,188,653,24482.32,2022-11-22,approved
L01061,461,1621,37213.73,2020-01-11,closed
L01062,1939,1596,29092.25,2022-09-18,rejected
L01063,84,1198,31008.59,2022-12-23,rejected
L01064,2046,2101,9562.77,2018-03-11,pending
L01065,1310,1973,9646.5,2019-11-18,pending
L01066,1915,1874,6318.06,2022-07-08,approved
L01067,1827,1856,42599.35,2019-07-27,approved
L01068,1569,1775,6969.95,2019-04-30,approved
L01069,1997,607,42950.97,2019-11-23,approved
L01070,1609,1061,13260.11,2021-04-04,approved
L01071,1747,1918,41103.54,2018-07-30,pending
L01072,1165,1293,48752.77,2019-04-05,closed
L01073,917,1486,16806.22,2018-11-21,closed
L01074,1033,913,33354.82,2019-05-09,closed
L01075,1267,2143,13036.42,2022-06-22,approved
L01076,1787,1768,16318.34,2020-09-04,approved
L01077,1184,2034,11267.08,2018-10-23,pending
L01078,1584,144,45555.78,2022-04-27,closed
L01079,212,1745,6848.45,2021-01-09,rejected
L01080,620,2052,45709.23,2018-06-02,pending
L01081,2491,1827,49446.97,2018-11-08,approved
L01082,2466,514,23978.06,2018-02-03,pending
L01083,1077,227,48432.64,2022-08-29,rejected
L01084,295,848,23281.74,2020-04-15,rejected
L01085,2280,534,5519.0,2020-10-09,approved
L01086,133,370,46865.39,2021-12-15,pending
L01087,2240,1938,7934.85,2018-11-18,approved
L01088,1400,1774,48047.9,2020-10-26,rejected
L01089,2453,993,8661.88,2018-02-28,approved
L01090,1315,1979,26643.3,2018-04-26,rejected
L01091,1392,927,10914.24,2019-05-27,approved
L01092,2396,274,13976.46,2019-07-19,approved
L01093,823,755,6760.8,2019-05-04,pending
L01094,1784,2175,9278.7,2019-06-30,closed
L01095,1849,914,28146.77,2020-04-08,approved
L01096,1597,1615,5374.59,2022-12-17,closed
L01097,2347,988,33825.34,2020-01-06,approved
L01098,101,2132,24727.71,2022-05-22,closed
L01099,1467,1408,49661.14,2019-03-26,closed
L01100,1672,2083,20975.98,2021-06-08,pending
L01101,2365,1188,44569.05,2019-07-04,approved
L01102,441,1204,38627.99,2021-10-10,pending
L01103,360,2134,44392.24,2020-02-08,approved
L01104,9,1621,43428.19,2018-11-26,rejected
L01105,2004,448,6856.29,2020-05-27,approved
L01106,1786,2126,21950.43,2018-03-26,approved
L01107,1099,1009,8246.83,2022-08-14,pending
L01108,1360,278,42417.05,2021-09-13,approved
L01109,63,434,9756.78,2019-08-11,pending
L01110,96,1540,10712.32,2021-07-12,approved
L01111,599,913,32345.14,2018-09-27,rejected
L01112,2345,849,8770.51,2022-05-02,closed
L01113,669,402,31204.47,2020-11-24,approved
L01114,1844,805,7568.53,2019-04-16,pending
L01115,1082,927,42817.41,2018-10-26,approved
L01116,2325,1258,32429.79,2021-01-09,approved
L01117,999,7,49772.65,2020-06-12,approved
L01118,2141,965,25876.28,2019-08-26,closed
L01119,1378,2029,20767.47,2018-06-28,closed
L01120,732,1947,38827.84,2020-02-22,approved
L01121,340,1054,35050.68,2020-06-06,pending
L01122,713,499,32736.55,2020-09-28,approved
L01123,2395,1342,27031.16,2021-01-09,closed
L01124,2212,1349,25996.24,2021-11-16,pending
L01125,1307,1366,27005.02,2022-12-28,pending
L01126,751,1821,5582.79,2021-02-03,approved
L01127,1438,2174,17710.12,2020-08-01,rejected
L01128,671,1658,39498.42,2019-06-01,pending
L01129,320,474,41149.15,2022-06-30,approved
L01130,38,1919,48488.46,2019-08-14,approved
L01131,1579,159,18763.48,2020-01-09,closed
L01132,2018,971,43958.68,2020-11-11,closed
L01133,1121,1627,34057.34,2020-12-28,approved
L01134,1456,2062,18950.69,2018-02-14,rejected
L01135,2422,996,43972.22,2022-06-03,approved
L01136,2144,1707,29513.4,2021-06-25,approved
L01137,962,634,44705.99,2020-06-26,approved
L01138,1248,668,44807.22,2018-03-13,approved
L01139,1350,647,48683.57,2018-05-04,approved
L01140,719,142,30181.66,2019-08-25,approved
L01141,916,1304,11103.41,2020-12-20,approved
L01142,1528,82,5777.76,2020-06-18,approved
L01143,142,1299,35468.61,2020-06-07,pending
L01144,2264,2011,29481.43,2020-10-17,rejected
L01145,1723,1516,20635.61,2021-09-10,approved
L01146,1446,1223,37848.89,2019-07-18,approved
L01147,2073,1076,30543.15,2019-05-18,approved
L01148,1388,1067,11019.39,2020-12-24,approved
L01149,137,38,37857.01,2021-11-07,pending
L01150,400,110,8138.51,2022-02-11,approved
L01151,1084,1670,41328.7,2019-02-26,approved
